"# source: results/statistics/piglife_detailed_*.json (conf>=0.25, IoU>=0.5)"
model,Low_recall,Med_recall,High_recall,High_miss
E0_42,0.9845335911068149,0.9741735537190083,0.9345859429366736,94
E5_42,0.9840502658289029,0.9731404958677686,0.9283228949199722,103
E1_42,0.9806669888835186,0.9752066115702479,0.930410577592206,100
E3_42,0.9855002416626389,0.9762396694214877,0.9241475295755045,109
